ID da Questão,Tipo Questão,Dataset,Prompt System,texto_questao,alternativas,gabarito_oficial,nivel_dificuldade,disciplina,tema,peso_questao,Número Questão Sequencial,Número Questão Exame,ID Exame,Ano Exame
2012-08_62,OBJETIVA,J2,,Analise as hipóteses abaixo relacionadas e assinale a alternativa que apresenta somente causas excludentes de culpabilidade.,"{""D"": ""Embriaguez incompleta proveniente de caso fortuito ou for\u00e7a maior; erro de proibi\u00e7\u00e3o; obedi\u00eancia hier\u00e1rquica."", ""C"": ""Inimputabilidade por menoridade; estrito cumprimento do dever legal; embriaguez incompleta."", ""B"": ""Embriaguez culposa; erro de tipo permissivo; inimputabilidade por doen\u00e7a mental ou por desenvolvimento mental incompleto ou retardado."", ""A"": ""Erro de proibi\u00e7\u00e3o; embriaguez completa proveniente de caso fortuito ou for\u00e7a maior; coa\u00e7\u00e3o moral irresist\u00edvel.""}",A,medio,Direito Penal,Culpabilidade,1.0,761,62,2012-08,2012
2012-08_63,OBJETIVA,J2,,"José conversava com Antônio em frente a um prédio. Durante a conversa, José percebe que João, do alto do edifício, jogara um vaso mirando a cabeça de seu interlocutor. Assustado, e com o fim de evitar a possível morte de Antônio, José o empurra com força. Antônio cai e, na queda, fratura o braço. Do alto do prédio, João vê a cena e fica irritado ao perceber que, pela atuação rápida de José, não conseguira acertar o vaso na cabeça de Antônio.
Com base no caso apresentado, segundo os estudos acerca da teoria da imputação objetiva, assinale a afirmativa correta.","{""D"": ""O resultado pode ser imputado a Jos\u00e9, que agiu com excesso e sem a observ\u00e2ncia de devido cuidado."", ""C"": ""O resultado n\u00e3o pode ser imputado a Jos\u00e9, ainda que entre a les\u00e3o e sua conduta exista nexo de causalidade."", ""B"": ""Jos\u00e9 praticou les\u00e3o corporal dolosa."", ""A"": ""Jos\u00e9 praticou les\u00e3o corporal culposa.""}",C,dificil,Direito Penal,Imputação Objetiva,1.0,762,63,2012-08,2012
2012-08_64,OBJETIVA,J2,,"Jaime, conhecido pelos colegas como “Jaiminho mão de seda”, utilizando-se de sua destreza, consegue retirar a carteira do bolso traseiro da calça de Ricardo que, ao perceber a subtração, sai ao encalço do delinquente. Ocorre que, durante a perseguição, Ricardo acaba sendo atropelado, vindo a falecer em decorrência dos ferimentos.
Nesse sentido, com base nas informações apresentadas na hipótese, e a jurisprudência predominante dos tribunais superiores, assinale a afirmativa correta.","{""D"": ""Jaime consumou a pr\u00e1tica de latroc\u00ednio."", ""C"": ""Jaime consumou a pr\u00e1tica do delito de furto qualificado."", ""B"": ""Jaime consumou a pr\u00e1tica do delito de furto simples."", ""A"": ""Jaime praticou delito de furto em sua modalidade tentada.""}",B,medio,Direito Penal,Furto e Teoria da Consumação,1.0,763,64,2012-08,2012
2012-08_65,OBJETIVA,J2,,"Adão ofereceu uma queixa-crime contra Eva por crime de dano qualificado (art. 163, parágrafo único, IV). A queixa preenche todos os requisitos legais e foi oferecida antes do fim do prazo decadencial. Apesar disso, há a rejeição da inicial pelo juízo competente, que refere, equivocadamente, que a inicial é intempestiva, pois já teria transcorrido o prazo decadencial.
Nesse caso, assinale a afirmativa que indica o recurso cabível.","{""D"": ""Carta testemunh\u00e1vel."", ""C"": ""Embargos infrigentes."", ""B"": ""Apela\u00e7\u00e3o."", ""A"": ""Recurso em sentido estrito.""}",A,facil,Direito Penal,Recurso em Sentido Estrito,1.0,764,65,2012-08,2012
2012-08_66,OBJETIVA,J2,,"O deputado “M” é um famoso político do Estado “Y”, e tem grande influência no governo estadual, em virtude das posições que já ocupou, como a de Presidente da Assembleia Legislativa. Atualmente, exerce a função de Presidente da Comissão de Finanças e Contratos. Durante a reunião semestral com as empresas interessadas em participar das inúmeras contratações que a Câmara fará até o final do ano, o deputado “M” exigiu do presidente da empresa “Z” R$ 500.000,00 (quinhentos mil reais) para que esta pudesse participar da concorrência para a realização das obras na sede da Câmara dos Deputados.
O presidente da empresa “Z”, assustado com tal exigência, visto que sua empresa preenchia todos os requisitos legais para participar das obras, compareceu à Delegacia de Polícia e informou ao Delegado de Plantão o ocorrido, que o orientou a combinar a entrega da quantia para daqui a uma semana, oportunidade em que uma equipe de policiais estaria presente para efetuar a prisão em flagrante do deputado. No dia e hora aprazados para a entrega da quantia indevida, os policiais prenderam em flagrante o deputado “M” quando este conferia o valor entregue pelo presidente da empresa “Z”. Na qualidade de advogado contratado pelo Deputado, assinale a alternativa que indica a peça processual ou pretensão processual, exclusiva de advogado, cabível na hipótese acima.","{""D"": ""Revis\u00e3o Criminal."", ""C"": ""Relaxamento de Pris\u00e3o."", ""B"": ""Habeas Corpus."", ""A"": ""Liberdade Provis\u00f3ria.""}",C,dificil,Direito Penal,Relaxamento de Prisão,1.0,765,66,2012-08,2012
2012-08_67,OBJETIVA,J2,,"Um Delegado de Polícia determina a instauração de inquérito policial para apurar a prática do crime de receptação, supostamente praticado por José. Com relação ao Inquérito Policial, assinale a afirmativa que não constitui sua característica.","{""D"": ""Formal."", ""C"": ""Indispens\u00e1vel."", ""B"": ""Inquisit\u00f3rio."", ""A"": ""Escrito.""}",C,facil,Direito Penal,Características do Inquérito Policial,1.0,766,67,2012-08,2012
2012-08_68,OBJETIVA,J2,,"Paulo reside na cidade “Y” e lá resolveu falsificar seu passaporte. Após a falsificação, pegou sua moto e viajou até a cidade “Z”, com o intuito de chegar ao Paraguai. Passou pela cidade “W” e pela cidade “K”, onde foi parado pela Polícia Militar. Paulo se identificou ao policial usando o documento falsificado e este, percebendo a fraude, encaminhou Paulo à delegacia. O Parquet denunciou Paulo pela prática do crime de uso de documento falso.
Assinale a afirmativa que indica o órgão competente para julgamento.","{""D"": ""Justi\u00e7a Estadual da cidade \u201cK\u201d."", ""C"": ""Justi\u00e7a Federal da cidade \u201cY\u201d."", ""B"": ""Justi\u00e7a Federal da cidade \u201cK\u201d."", ""A"": ""Justi\u00e7a Estadual da cidade \u201cY\u201d.""}",B,medio,Direito Penal,Competência Jurisdicional e Territorial,1.0,767,68,2012-08,2012
2012-08_69,OBJETIVA,J2,,"Pedro foi denunciado pela prática de homicídio triplamente qualificado. Como se trata de um crime doloso contra a vida, será julgado pelo Tribunal do Júri. O processo seguiu seu curso normal, tendo Pedro sido pronunciado.
Acerca da 2ª fase do procedimento, assinale a afirmativa que não corresponde à realidade.","{""D"": ""Durante o julgamento n\u00e3o ser\u00e1 permitida a leitura de documento ou a exibi\u00e7\u00e3o de objeto que n\u00e3o tiver sido juntado aos autos com a anteced\u00eancia m\u00ednima de 3 (tr\u00eas) dias \u00fateis, dando-se ci\u00eancia \u00e0 outra parte, salvo jornais ou revistas."", ""C"": ""Prestado o compromisso pelos jurados, ser\u00e1 iniciada a instru\u00e7\u00e3o plen\u00e1ria quando o juiz presidente, o Minist\u00e9rio P\u00fablico, o assistente, o querelante e o defensor do acusado tomar\u00e3o, sucessiva e diretamente, as declara\u00e7\u00f5es do ofendido, se poss\u00edvel, e inquirir\u00e3o as testemunhas arroladas pela acusa\u00e7\u00e3o."", ""B"": ""\u00c0 medida que as c\u00e9dulas forem sendo retiradas da urna, o juiz presidente as ler\u00e1, e a defesa e, depois dela, o Minist\u00e9rio P\u00fablico poder\u00e3o recusar os jurados sorteados, at\u00e9 3 (tr\u00eas) cada parte, sem motivar a recusa."", ""A"": ""Encerrada a instru\u00e7\u00e3o, ser\u00e1 concedida a palavra ao Minist\u00e9rio P\u00fablico, que far\u00e1 a acusa\u00e7\u00e3o, nos limites da pron\u00fancia ou das decis\u00f5es posteriores que julgaram admiss\u00edvel a acusa\u00e7\u00e3o, sustentando, se for o caso, a exist\u00eancia de circunst\u00e2ncia agravante.""}",D,medio,Direito Penal,Procedimento em Plenário (2ª fase),1.0,768,69,2012-08,2012
2012-08_70,OBJETIVA,J2,,"Acerca do Fundo de Garantia por Tempo de Serviço (FGTS), assinale a afirmativa correta.","{""D"": ""Nos termos da lei espec\u00edfica que regulamenta o FGTS, os empregadores dever\u00e3o depositar nas contas vinculadas dos empregados o valor correspondente a 8% da remunera\u00e7\u00e3o de cada empregado do m\u00eas anterior, inclu\u00eddas na remunera\u00e7\u00e3o as comiss\u00f5es, gorjetas e presta\u00e7\u00f5es in natura e, ainda, o 13\u00ba sal\u00e1rio."", ""C"": ""Os diretores n\u00e3o empregados de empresas sujeitas ao regime da legisla\u00e7\u00e3o trabalhista n\u00e3o poder\u00e3o estar sujeitos ao regime do FGTS, em raz\u00e3o da aus\u00eancia de v\u00ednculo empregat\u00edcio."", ""B"": ""O empregado dom\u00e9stico passou a ser benefici\u00e1rio obrigat\u00f3rio do FGTS."", ""A"": ""A movimenta\u00e7\u00e3o de conta vinculada do FGTS n\u00e3o poder\u00e1 ocorrer nos casos de aposentadoria espont\u00e2nea concedida pela Previd\u00eancia Social em que o empregado titular da conta continua com o contrato de trabalho em vigor.""}",D,medio,Direito do Trabalho,Depósitos e Saques,1.0,769,70,2012-08,2012
2012-08_71,OBJETIVA,J2,,"A respeito da estabilidade, assinale a afirmativa correta.","{""D"": ""De acordo com o entendimento uniformizado do Tribunal Superior do Trabalho, o empregado poder\u00e1 adquirir a estabilidade no curso do aviso pr\u00e9vio, pois este integra o contrato de trabalho para todos os efeitos, inclusive pecuni\u00e1rios."", ""C"": ""A estabilidade do dirigente sindical dura do registro da candidatura at\u00e9 1 ano ap\u00f3s o t\u00e9rmino do mandato, servindo para os representantes dos empregados eleitos e seus suplentes, estando limitada ao n\u00famero de 7 dirigentes sindicais."", ""B"": ""A estabilidade do membro da CIPA dura da elei\u00e7\u00e3o at\u00e9 1 ano ap\u00f3s o t\u00e9rmino do mandato, servindo para os representantes dos empregados, inclusive suplentes."", ""A"": ""A estabilidade da gestante dura de 28 dias antes at\u00e9 92 dias ap\u00f3s o parto.""}",C,dificil,Direito do Trabalho,Estabilidade do Dirigente Sindical,1.0,770,71,2012-08,2012
2012-08_72,OBJETIVA,J2,,"Segundo expressa previsão em nossa ordem jurídica, assinale a afirmativa que indica o trabalhador que possui igualdade de direitos com os que têm vínculo empregatício permanente.","{""D"": ""Trabalhador eventual."", ""C"": ""Trabalhador avulso."", ""B"": ""Trabalhador volunt\u00e1rio."", ""A"": ""Trabalhador dom\u00e9stico.""}",C,facil,Direito do Trabalho,Trabalhador Avulso,1.0,771,72,2012-08,2012
2012-08_73,OBJETIVA,J2,,"João, após completar 21 anos e dois meses de vínculo jurídico de emprego com a empresa EGEST ENGENHARIA, foi injustificadamente dispensado em 11/11/2011. No mesmo dia, seu colega de trabalho José, que contava com 25 anos completos de vínculo de emprego na mesma empresa, também foi surpreendido com a dispensa sem justo motivo, sendo certo que o ex-empregador nada pagou a título de parcelas resilitórias a ambos. Um mês após a rescisão contratual, João e José ajuízam reclamação trabalhista, postulando, dentre outras rubricas, o pagamento de aviso prévio.
À luz da Lei n. 12.506/2011, introduzida no ordenamento jurídico em 11/10/2011, que regula o pagamento do aviso prévio proporcional ao tempo se serviço, assinale a afirmativa correta.","{""D"": ""Jo\u00e3o \u00e9 credor do pagamento de aviso pr\u00e9vio na raz\u00e3o de 63 dias, enquanto Jos\u00e9 far\u00e1 jus ao pagamento de aviso pr\u00e9vio de 75 dias, uma vez que o aviso pr\u00e9vio \u00e9 calculado proporcionalmente ao tempo de servi\u00e7o."", ""C"": ""Uma vez que ambos foram admitidos em data anterior \u00e0 publica\u00e7\u00e3o da Lei n. 12.506/2011, ambos far\u00e3o jus t\u00e3o-somente ao pagamento de aviso pr\u00e9vio de 30 dias."", ""B"": ""Tanto Jo\u00e3o quanto Jos\u00e9 far\u00e3o jus ao pagamento de aviso pr\u00e9vio na raz\u00e3o de 90 dias."", ""A"": ""Jo\u00e3o \u00e9 credor do pagamento de aviso pr\u00e9vio na raz\u00e3o de 93 dias, enquanto que Jos\u00e9 far\u00e1 jus ao pagamento de aviso pr\u00e9vio de 105 dias.""}",B,medio,Direito do Trabalho,Aviso Prévio Proporcional,1.0,772,73,2012-08,2012
2012-08_74,OBJETIVA,J2,,"Um determinado empregador paga os salários dos seus empregados no primeiro dia útil do mês seguinte ao vencido. Encontrando-se em situação financeira delicada, pretende passar a honrar esta obrigação no 5º dia útil do mês subsequente ao vencido, como normalmente fazem os seus concorrentes.
A partir da hipótese apresentada, assinale a afirmativa correta.","{""D"": ""A altera\u00e7\u00e3o de data somente prevalecer\u00e1 para os admitidos posteriormente \u00e0 mudan\u00e7a pretendida."", ""C"": ""A altera\u00e7\u00e3o somente pode ser realizada se houver previs\u00e3o em acordo coletivo."", ""B"": ""A altera\u00e7\u00e3o \u00e9 v\u00e1lida, pois a nova data pretendida encontra-se no limite legal."", ""A"": ""A altera\u00e7\u00e3o contratual, por ser lesiva \u00e0 classe trabalhadora, \u00e9 inv\u00e1lida diante do princ\u00edpio da prote\u00e7\u00e3o.""}",B,medio,Direito do Trabalho,Data de pagamento do salário,1.0,773,74,2012-08,2012
2012-08_75,OBJETIVA,J2,,"Um cientista é contratado como empregado para trabalhar no setor de pesquisa de uma empresa, visando desenvolver atividade inventiva. Após três anos, com uso de equipamentos e insumos da empresa, o trabalhador inventa um novo maquinário, cuja patente é requerida e, em breve, introduzida no processo de produção, com previsão de alto lucro.
Na hipótese, caso nada tenha sido disposto a respeito, assinale a afirmativa correta.","{""D"": ""A inven\u00e7\u00e3o pertence ao empregador, mas \u00e9 dado ao empregado pedir indeniza\u00e7\u00e3o por dano material, a ser arbitrado pela justi\u00e7a."", ""C"": ""A inven\u00e7\u00e3o pertence ao empregado e ao empregador, que dividir\u00e3o os lucros."", ""B"": ""A inven\u00e7\u00e3o pertence exclusivamente ao empregador, dada a atividade para a qual foi contratado o empregado."", ""A"": ""A inven\u00e7\u00e3o pertence exclusivamente ao empregado, mas os lucros dever\u00e3o ser divididos.""}",B,medio,Direito do Trabalho,Invenção do Empregado,1.0,774,75,2012-08,2012
2012-08_76,OBJETIVA,J2,,"A respeito do preposto no Processo do Trabalho, de acordo com a legislação, assinale a afirmativa correta.","{""D"": ""Deve ter conhecimento da interpreta\u00e7\u00e3o do empregador quanto aos fatos ocorridos."", ""C"": ""Deve ter conhecimento dos fatos."", ""B"": ""N\u00e3o precisa ter conhecimento dos fatos, j\u00e1 que atua como representante do empregador."", ""A"": ""N\u00e3o precisa ter conhecimento dos fatos, uma vez que tal caracter\u00edstica \u00e9 pr\u00f3pria das testemunhas.""}",C,facil,Direito do Trabalho,Representação em Audiência e Preposto,1.0,775,76,2012-08,2012
2012-08_77,OBJETIVA,J2,,"Se for instalado conflito de competência positivo entre dois juízes do Trabalho do Estado de Pernambuco, qual será o órgão competente para julgá-lo?","{""D"": ""O STF."", ""C"": ""O TRT de Pernambuco."", ""B"": ""O STJ."", ""A"": ""O TST.""}",C,facil,Direito do Trabalho,Conflito de Competência,1.0,776,77,2012-08,2012
2012-08_78,OBJETIVA,J2,,"Em 30/7/2008 foi efetuada a penhora de um veículo BMW, modelo X1, por meio de carta precatória executória. Depois de devolvida a carta, o executado Eliezer Filho, proprietário do veículo, opôs embargos à execução em 4/8/2008, dirigindo essa ação incidental ao juízo deprecante. Em seus embargos, alegando a existência de um grosseiro vício, o embargante apontou para a irregularidade na avaliação do bem, uma vez que constou do auto da constrição judicial sua avaliação em R$ 15.000,00, montante muito abaixo do valor de mercado.
Logo, por força do princípio da execução menos onerosa ao devedor, requereu a reavaliação do bem, sob pena de nulidade da execução.
Com base nesse caso concreto, é correto afirmar que o juiz deprecante","{""D"": ""n\u00e3o deve conhecer dos embargos e extinguir o processo sem julgamento do m\u00e9rito, haja vista a sua intempestividade."", ""C"": ""deve determinar a realiza\u00e7\u00e3o de per\u00edcia, a fim de aferir o correto valor de mercado do bem."", ""B"": ""deve realizar o julgamento antecipado da lide e acolher os embargos, haja vista o not\u00f3rio erro de avalia\u00e7\u00e3o."", ""A"": ""deve remeter os autos ao ju\u00edzo deprecado, uma vez que o ato de avalia\u00e7\u00e3o foi por ele praticado, sendo sua a compet\u00eancia para decidir.""}",A,medio,Direito do Trabalho,Competência em Embargos à Execução por Carta Precatória,1.0,777,78,2012-08,2012
2012-08_79,OBJETIVA,J2,,"A respeito do procedimento sumaríssimo no processo do trabalho, assinale a afirmativa correta.","{""D"": ""N\u00e3o cabe a interposi\u00e7\u00e3o de recurso de revista."", ""C"": ""As partes devem ser intimadas da senten\u00e7a por notifica\u00e7\u00e3o postal."", ""B"": ""A cita\u00e7\u00e3o por edital somente \u00e9 cab\u00edvel se esgotadas todas as tentativas de se localizar o reclamado."", ""A"": ""A aprecia\u00e7\u00e3o da reclama\u00e7\u00e3o trabalhista dever\u00e1 ocorrer no prazo m\u00e1ximo de quinze dias da data de seu ajuizamento.""}",A,medio,Direito do Trabalho,Procedimento Sumaríssimo,1.0,778,79,2012-08,2012
2012-08_80,OBJETIVA,J2,,"Em relação ao valor das custas no processo do trabalho, assinale a afirmativa correta.","{""D"": ""Quando o valor for indeterminado, incidir\u00e3o \u00e0 base de 20% sobre o que o juiz fixar."", ""C"": ""Quando for procedente o pedido formulado em a\u00e7\u00e3o declarat\u00f3ria, incidir\u00e3o \u00e0 base de 2% sobre o valor da causa."", ""B"": ""Quando o pedido for julgado improcedente, sempre haver\u00e1 a isen\u00e7\u00e3o de pagamento."", ""A"": ""Quando houver acordo, incidir\u00e3o \u00e0 base de 10% sobre o valor respectivo.""}",C,facil,Direito do Trabalho,Custas Processuais,1.0,779,80,2012-08,2012
2012-09_1,OBJETIVA,J2,,"Um advogado é contratado por um empresário para atuar em causas na área empresarial, formalizando contrato escrito e emitindo fatura para pagamento dos honorários ajustados. A partir de determinado momento o empresário passou a não pagar os honorários ajustados.
Consoante as regras do Código de Ética, o advogado para buscar o recebimento dos honorários pactuados, deverá","{""D"": ""cobrar os valores por meio de a\u00e7\u00e3o judicial."", ""C"": ""emitir deb\u00eantures em decorr\u00eancia do contrato firmado."", ""B"": ""levar o contrato de honor\u00e1rios a protesto."", ""A"": ""emitir duplicatas decorrentes da fatura apresentada.""}",D,facil,Ética Profissional,Cobrança de Honorários,1.0,780,1,2012-09,2012
2012-09_2,OBJETIVA,J2,,"O advogado Carlos é Presidente da empresa XYZ, com sede no Município Q. Em determinada data, a empresa é notificada para apresentar defesa em processo trabalhista ajuizado por antigo empregado da empresa. No dia da audiência designada, Carlos apresenta-se como preposto, vez que dirigente da empresa e advogado, por possuir habilitação profissional regular.
Observados tais fatos, de acordo com as normas do Regulamento Geral do Estatuto da Advocacia e da OAB, assinale a afirmativa correta.","{""D"": ""N\u00e3o havendo oposi\u00e7\u00e3o da parte adversa, pode ocorrer a atua\u00e7\u00e3o do advogado nas duas fun\u00e7\u00f5es: preposto e representante judicial."", ""C"": ""\u00c9 vedada a atua\u00e7\u00e3o como preposto e como advogado da empresa ao mesmo tempo."", ""B"": ""Essa \u00e9 uma situa\u00e7\u00e3o excepcional que permite a atua\u00e7\u00e3o do advogado como preposto da empresa e seu representante judicial."", ""A"": ""Por economia processual admite-se a atua\u00e7\u00e3o do advogado como preposto e advogado no mesmo processo.""}",C,facil,Ética Profissional,Atuação Simultânea como Advogado e Preposto,1.0,781,2,2012-09,2012
2012-09_4,OBJETIVA,J2,,"Laura, advogada na área empresarial, após concluir o mestrado em renomada instituição de ensino superior, é convidada para integrar a equipe de assessoria jurídica da empresa K S/A . No dia da entrevista final, é inquirida pelo Gerente Jurídico da empresa, bacharel em Direito, sem inscrição na Ordem dos Advogados do Brasil, apesar de o mesmo ter logrado êxito no Exame de Ordem.
Observado tal relato, consoante as normas do Regulamento Geral do Estatuto da Advocacia e da OAB, assinale a afirmativa correta.","{""D"": ""A fun\u00e7\u00e3o de Gerente Jur\u00eddico, como \u00e9 de confian\u00e7a da empresa, pode ser exercida por quem n\u00e3o tem forma\u00e7\u00e3o na \u00e1rea."", ""C"": ""O bacharel em Direito, caso preencha os requisitos legais, inclusive aprova\u00e7\u00e3o em Exame de Ordem, pode exercer fun\u00e7\u00f5es de Gerente Jur\u00eddico antes da inscri\u00e7\u00e3o na Ordem dos Advogados."", ""B"": ""A fun\u00e7\u00e3o de Gerente Jur\u00eddico \u00e9 privativa de advogados com regular inscri\u00e7\u00e3o nos quadros da Ordem dos Advogados."", ""A"": ""O bacharel em Direito pode exercer as fun\u00e7\u00f5es de Ger\u00eancia Jur\u00eddica mesmo que n\u00e3o tenha os requisitos para ingresso na Ordem dos Advogados.""}",B,facil,Ética Profissional,Funções Privativas de Advogado,1.0,782,4,2012-09,2012
2012-09_5,OBJETIVA,J2,,"Sávio, aluno regularmente matriculado em Escola de Direito, obtém a sua graduação e, logo a seguir, aprovação no Exame de Ordem. Por força de movimento grevista na sua instituição, o diploma não pode ser expedido.
A respeito da inscrição no quadro de advogados, consoante as normas do Regulamento Geral do Estatuto da Advocacia e da OAB, assinale a afirmativa correta.","{""D"": ""O bacharel em Direito deve apresentar certid\u00e3o de conclus\u00e3o de curso e hist\u00f3rico escolar autenticado."", ""C"": ""A Ordem, diante do movimento grevista comprovado, poder\u00e1 acolher declara\u00e7\u00e3o de pr\u00f3prio punho do requerente afirmando ter obtido grau."", ""B"": ""O bacharel, diante do impedimento de apresentar o diploma, deve apresentar declara\u00e7\u00e3o de autoridade certificando a conclus\u00e3o do curso."", ""A"": ""O diploma \u00e9 essencial para a inscri\u00e7\u00e3o nos quadros da Ordem dos Advogados.""}",D,medio,Ética Profissional,Requisitos para Inscrição de Advogado,1.0,783,5,2012-09,2012
2012-09_6,OBJETIVA,J2,,"Marcio é estagiário de Direito regularmente inscrito na Ordem dos Advogados do Brasil e atua sob supervisão da advogada Helena. Atuando em determinado processo, a advogada substabelece ao estagiário os poderes que lhe foram conferidos pelo cliente.
A respeito do caso apresentado, consoante as normas do Regulamento Geral do Estatuto da Advocacia e da OAB, assinale a afirmativa correta.","{""D"": ""O estagi\u00e1rio poder\u00e1 realizar audi\u00eancias judiciais autonomamente sem a presen\u00e7a da advogada."", ""C"": ""As peti\u00e7\u00f5es apresentadas no processo ter\u00e3o a subscri\u00e7\u00e3o conjunta da advogada inclusive de juntada de documentos."", ""B"": ""Os atos do estagi\u00e1rio ocorrem sob a supervis\u00e3o e responsabilidade da advogada."", ""A"": ""O estagi\u00e1rio poder\u00e1 retirar os autos do cart\u00f3rio conjuntamente com a advogada.""}",B,medio,Ética Profissional,Atos do Estagiário,1.0,784,6,2012-09,2012
2012-09_7,OBJETIVA,J2,,"Assinale a afirmativa que indica como ocorrerá, em havendo necessidade, a criação de novos Conselhos Seccionais, de acordo com as normas do Regulamento Geral do Estatuto da Advocacia e da OAB.","{""D"": ""Por meio de Resolu\u00e7\u00e3o do Conselho Federal"", ""C"": ""Por Provimento do Conselho Federal."", ""B"": ""Por meio de Medida Provis\u00f3ria Federal."", ""A"": ""Por meio de Lei aprovada pelo Congresso Nacional.""}",D,facil,Ética Profissional,Conselhos Seccionais,1.0,785,7,2012-09,2012
2012-09_8,OBJETIVA,J2,,"José da Silva, advogado renomado, é acometido por doença mental considerada pela unanimidade dos médicos como incurável, perdendo suas faculdades de discernimento e sendo considerado absolutamente incapaz por sentença judicial.
Nos termos das regras estatutárias, sua inscrição como advogado será","{""D"": ""suspensa temporariamente para avalia\u00e7\u00e3o pelo Conselho Seccional."", ""C"": ""extinta por decis\u00e3o de junta m\u00e9dica convocada para tal fim."", ""B"": ""cancelada diante da incurabilidade da doen\u00e7a."", ""A"": ""suspensa at\u00e9 laudo m\u00e9dico sobre a doen\u00e7a portada.""}",B,medio,Ética Profissional,Cancelamento e Licença,1.0,786,8,2012-09,2012
2012-09_9,OBJETIVA,J2,,"O advogado João, regularmente contratado para defender os interesses de José em Juízo, realiza a defesa regular em primeiro grau, mas não apresenta recurso de apelação contra sentença que julgou improcedente o pedido, mesmo havendo sólida fundamentação para modificar o decidido. O prejuízo causado ao cliente foi de R$ 10.000,00, parcialmente coberto por seguro realizado pela sociedade de advogados integrada por João.
Consoante as regras estatutárias, os prejuízos causados ao cliente acarretam a responsabilidade pessoal do sócio advogado de forma","{""D"": ""ilimitada e vinculada ao resultado do processo disciplinar instaurado."", ""C"": ""limitada e principal, sendo a da sociedade subsidi\u00e1ria."", ""B"": ""ilimitada, mas subsidi\u00e1ria em rela\u00e7\u00e3o \u00e0 sociedade."", ""A"": ""limitada \u00e0 responsabilidade decorrente de contrato de seguro.""}",B,medio,Ética Profissional,Responsabilidade por Danos ao Cliente,1.0,787,9,2012-09,2012
2012-09_10,OBJETIVA,J2,,"O advogado Cândido, conhecido pelas soluções criativas para resolver os problemas dos seus clientes, aduz, como tese defensiva, em ação de despejo por falta de pagamento, que a norma que autoriza tal desocupação forçada seria inconstitucional, pois caberia ao Estado fornecer habitação gratuita ou a preços módicos aos necessitados e, em caso de impossibilidade financeira, custear a moradia, pagando ao locador os valores devidos, a título de aluguel social.
Essa defesa foi considerada como contrária à disposição de lei que determina, como consequência do não pagamento dos alugueres, o despejo por falta de pagamento. Em razão disso, foi proferida sentença determinando a desocupação do imóvel e condenando o cliente do advogado Cândido ao pagamento dos alugueres devidos, bem como as demais verbas decorrentes da sucumbência. Além disso, determinou o magistrado a expedição de ofício à Ordem dos Advogados do Brasil para abertura de processo disciplinar.
Consoante as regras do Estatuto da Advocacia, assinale a afirmativa correta.","{""D"": ""A referida infra\u00e7\u00e3o somente pode ser considerada quando causar preju\u00edzo ao cliente o que n\u00e3o foi o caso."", ""C"": ""A infra\u00e7\u00e3o disciplinar n\u00e3o est\u00e1 prevista no sistema por caracterizar delito de hermen\u00eautica."", ""B"": ""A alega\u00e7\u00e3o de inconstitucionalidade descaracteriza a infra\u00e7\u00e3o disciplinar invocada."", ""A"": ""O fato de advogar contra literal disposi\u00e7\u00e3o de lei sem exce\u00e7\u00f5es, n\u00e3o constitui infra\u00e7\u00e3o disciplinar.""}",B,medio,Ética Profissional,Exceção à infração por advogar contra literal disposição de lei,1.0,788,10,2012-09,2012
2012-09_11,OBJETIVA,J2,,"Caio é advogado que atua em três estados da federação, possuindo uma inscrição principal e duas suplementares, tendo em vista o número elevado de causas que possui. Em decorrência de conflitos ocorridos em função dos processos em que atua, foram instaurados três processos disciplinares, um em cada seccional onde atua.
De acordo com as normas do Estatuto da Advocacia, a competência para julgamento desses processos cabe ao","{""D"": ""Conselho Nacional de Justi\u00e7a."", ""C"": ""Conselho Seccional de cada infra\u00e7\u00e3o disciplinar."", ""B"": ""Conselho Seccional em que o advogado possui inscri\u00e7\u00e3o principal."", ""A"": ""Conselho Federal da Ordem dos Advogados do Brasil.""}",C,medio,Ética Profissional,Competência Disciplinar,1.0,789,11,2012-09,2012
2012-09_12,OBJETIVA,J2,,"Mário advogou, por muitos anos, para a empresa “X”, especializada no ramo de cosméticos. Por problemas pessoais, afastou-se da advocacia empresarial por um período de dois anos. No retorno, passou a representar os interesses da empresa “Y”, também do ramo de cosméticos, e concorrente direta da empresa para quem anteriormente prestara serviços.
Quando da prestação de seus serviços à empresa “X”, Mário atuou em vários contratos em que constavam informações submetidas a segredo industrial, a que teve acesso exclusivamente em decorrência da sua atuação como advogado.
Observado tal relato, em consonância com as normas do Código de Ética da Advocacia, assinale a afirmativa correta.","{""D"": ""O advogado, diante do conflito de interesses entre o antigo e o novo cliente, deve renunciar ao mandato."", ""C"": ""O advogado n\u00e3o pode ser contratado por concorrentes de antigos clientes, pois o impedimento de com eles contratar n\u00e3o tem prazo."", ""B"": ""O advogado, ao atuar contra antigos clientes, n\u00e3o pode lan\u00e7ar m\u00e3o de informa\u00e7\u00f5es reservadas que lhe tenham sido confiadas."", ""A"": ""Os segredos advindos da pr\u00e1tica profissional, ap\u00f3s determinado per\u00edodo de recesso, podem ser livremente utilizados pelo advogado.""}",B,medio,Ética Profissional,Sigilo profissional em relação a ex-clientes,1.0,790,12,2012-09,2012
